ds,yhat,yhat_lower,yhat_upper
2025-06-27,394.2901922914215,-119.95912833631714,966.3503016872477
2025-06-28,535.2822499015007,7.599516887855227,1066.9311182812294
2025-06-29,648.7736368965184,103.16633162706295,1191.7139499144207
2025-06-30,691.8325657712098,134.78936235218345,1212.0860161058304
2025-07-01,590.822625577642,54.871991388385325,1161.9065735635022
2025-07-02,394.9026292617847,-122.32831829100807,963.1939935824355
2025-07-03,682.5362108415558,128.51357646346284,1221.5057199071305
2025-07-04,381.34911834137307,-196.65609271523468,909.8350884610454
2025-07-05,520.713912979199,-33.34955884550065,1058.4149944237404
2025-07-06,620.8733191644034,99.25729642709219,1175.3717360046305
2025-07-07,676.0489226248405,143.6068049113431,1226.7628514672683
2025-07-08,575.4575574274845,36.432712501862845,1126.798973882298
2025-07-09,380.6011312059216,-123.41784857843177,942.2768529517035
2025-07-10,669.8810824914912,151.19033702158302,1206.63494493994
2025-07-11,370.8357453298298,-164.93755718282162,918.5729103295614
2025-07-12,512.7268853202867,-6.777849742833559,1057.6630448965402
2025-07-13,628.0447439451241,114.75340322773806,1223.2248059849803
2025-07-14,673.7247917714653,117.39557191129914,1202.2576961391874
2025-07-15,575.9587595927399,11.527822843052963,1095.1375668193884
2025-07-16,383.6984067617797,-201.0273173656947,921.2959979497459
2025-07-17,675.1702821972117,154.8411720514276,1209.8209636018726
2025-07-18,377.73930281452823,-162.9970859810747,927.5632224106288
2025-07-19,520.5006995328157,-34.8488583192955,1036.4231684655472
2025-07-20,635.7904470417398,117.80057399790158,1173.175581243893
2025-07-21,680.4072169163887,150.8874014572592,1186.6198730594338
2025-07-22,580.428264301881,47.89814342283146,1100.1921798004466
2025-07-23,384.7175553358793,-188.9097560091053,930.7854716467026
2025-07-24,671.4442502902148,86.92025326778072,1168.9852242502416
2025-07-25,367.9492424887489,-162.99706707428686,938.368446709123
2025-07-26,503.3391982781532,-27.066725270521854,1035.990778693899
2025-07-27,609.9981325763949,90.20829703046728,1159.6491872771976
2025-07-28,644.8095039451782,102.55059590212566,1187.7561822660462
2025-07-29,533.9712117594675,-12.255737909526692,1087.2612604667706
2025-07-30,326.5018043545761,-263.945117274204,838.4496784870079
2025-07-31,600.7560444614816,24.626466893926423,1115.6162724506682
2025-08-01,284.2875925833349,-254.64823794426005,808.6718911547257
2025-08-02,406.4383421002293,-132.97233803729986,974.8636485537963
2025-08-03,499.8445548379789,-46.83529341765218,1057.0282479807574
2025-08-04,521.6529181401479,3.0908722684026566,1093.0037965768333
2025-08-05,398.32906224293697,-169.58548221866212,966.2394567445556
2025-08-06,179.15701808987203,-391.91917041363416,705.229194000311
2025-08-07,442.74794334613296,-101.73331502007935,957.3679557963137
2025-08-08,116.89606399331097,-402.76367911707746,669.2935882235503
2025-08-09,231.16155190779395,-285.4044426367635,794.7177320951693
2025-08-10,318.37066846895846,-215.90617534546388,821.0685323742064
2025-08-11,335.82646591417813,-229.1653271950372,857.5462807982977
2025-08-12,210.11274047442095,-298.1437390361363,751.8352976505421
2025-08-13,-9.410147547075965,-594.995399541303,561.1997227053326
2025-08-14,255.9008520540484,-260.85642150565775,804.779303030541
2025-08-15,-66.17405821385027,-594.9070443339349,503.670990447393
2025-08-16,53.86504924823411,-473.2444504498132,597.0292832938356
2025-08-17,148.7388618321499,-423.12057346187476,670.2919451133191
2025-08-18,175.6016037914993,-367.6844130820252,700.6805959865741
2025-08-19,60.848205695284484,-497.85860651730906,612.3062572642842
2025-08-20,-146.3855943307498,-721.7075796969034,372.3691742435156
2025-08-21,132.28811556582713,-384.77948202995975,696.667174142012
2025-08-22,-175.63004990506752,-738.3350068968599,387.24268286266505
2025-08-23,-40.93746369137091,-601.8256645454928,507.2625801620055
2025-08-24,68.7787791648043,-460.36960493083643,614.963274884135
2025-08-25,110.36217318871371,-430.02296487750937,678.9655761135741
2025-08-26,9.901610453770534,-562.8367824274545,543.877955330793
2025-08-27,-183.76097934898885,-711.2954381573177,362.11911944179536
2025-08-28,107.48797451244126,-452.50347757923277,660.7807919934202
2025-08-29,-189.09904576027554,-730.0426048063091,286.75538976658737
2025-08-30,-44.53527319582646,-579.109705582965,485.5378261680505
